16115	1984	9	2014.01321353112
10661	2004	12	6877.85683589888
12717	2000	10	6426.23722526535
9261	2016	7	3525.80467053959
15559	1999	4	8844.86660745222
11691	2013	12	5994.78370169866
12377	1993	2	3545.27235857457
8789	2020	1	2003.23971407639
14551	1997	1	4116.69220291855
13193	2002	3	1876.2230745406
12341	2019	3	5018.79359549787
12873	2016	6	1415.27940463986
17243	2009	9	2148.81394926869
16295	1984	5	140.433318559282
9563	1984	10	9329.52887566273
13083	2005	8	4909.82444994609
12515	2004	12	6911.8845728747
16433	1985	10	2050.70078612804
10230	1985	6	4041.75043014891
14350	1998	2	5614.09423803636
16361	2019	6	3637.7885423311
10760	2014	5	5474.55281143754
8604	1981	3	4239.61217973363
16032	1992	9	8073.48278149659
11652	2008	1	8869.99848013278
16968	2013	4	7812.86567799415
16949	2001	12	7011.77202314687
14630	2020	5	6971.83903757103
17931	1988	2	5601.61922103801
10049	1990	3	6212.45712256639
10386	1998	8	8078.32901937809
16958	1996	5	9129.7171316248
12601	2006	1	9489.77781165847
12168	1989	8	361.509696143451
14630	2006	6	7655.406507177
16502	2007	11	901.647694875322
14683	2002	6	6084.1677782052
10147	1984	8	1257.20639687833
12767	1997	8	4610.65637451161
9820	1999	11	4913.59919310249
9189	1982	3	290.059664980536
17466	1997	4	7730.34490539243
13384	1982	11	5646.43447662072
15859	1998	10	5782.66053739128
13612	2002	2	3470.50907298481
17835	2012	9	3512.86950172524
8433	2017	6	9890.52090951731
13751	1988	11	1874.53009480356
15614	2020	8	7804.71781683374
12266	2015	2	2551.77613000934
10780	2006	1	1535.04086324714
10226	1981	4	397.331958356002
14606	1983	11	6390.45906737003
11461	2002	7	3362.10154637792
11745	2016	12	402.430955880522
17489	1991	3	3404.39619897138
10254	2009	10	8114.28887304584
16025	2020	2	7034.66252797966
12122	2016	1	3358.04728225714
15234	2002	2	130.93875671315
13850	1998	4	5068.33883280323
11102	1988	10	2262.98875499656
12736	1992	5	5380.27140390141
16849	1984	4	9897.92074910268
12587	2010	12	5140.47736061759
10413	2001	3	6748.68360727498
17259	1987	3	4615.7377754877
12804	1987	8	8238.51745312033
15712	2019	6	5120.57948146042
17601	2008	1	262.76053095365
16804	2003	5	4928.23373578872
13853	2005	10	3152.94930825613
13912	1982	11	9912.16569673836
14329	2005	10	727.903395624786
10141	2006	7	1250.73413096868
17859	1995	9	3069.14142904298
15086	2003	10	9129.75718832098
14583	2012	1	7672.2496863791
15087	2017	8	6643.21331202202
9855	2010	2	3187.02963664524
11783	2017	11	4136.14997474297
11032	2005	3	1666.71864267751
10109	1995	4	3102.404797218
9178	2017	1	5083.19826278984
16424	1981	10	135.579898224948
16519	2017	8	8015.05150390559
8430	1984	4	7324.61567317351
17842	1984	11	4794.81590343398
13704	1990	9	803.141087295088
13120	1993	12	1026.93551617066
11925	2004	9	2833.44178955697
12987	2009	8	8033.38871627738
16725	1985	10	1580.28648052378
17609	1983	6	4800.58188252178
10646	1982	5	2057.57060402891
11325	1998	3	1189.74250717542
13043	2013	9	8550.77744356858
9694	2019	12	5168.85865701775
8393	2008	8	2554.53484652309
10024	1995	4	3234.95206373509
12585	1999	11	8601.61880934686
10823	2009	7	4928.42882374694
16043	1990	10	4521.10251920349
17658	2012	10	9337.11881974578
12298	2004	10	6830.85627524688
17936	2012	8	9137.33160576659
9341	1992	2	2826.10235080407
12716	1988	4	8917.64201783465
15647	1981	9	8529.48206101054
14022	1992	10	7782.24890538596
11054	1990	1	9072.86625181924
9532	2002	7	2480.61467855266
17244	2007	10	6151.90547702457
14022	2005	4	6683.57378723266
16492	2018	9	9759.65284791759
14182	1989	1	5962.57133659095
17907	2017	9	9185.88818627684
8596	2017	4	1233.43618909523
15633	2020	5	7509.57930949963
15441	2009	10	5934.83784395961
15603	2015	5	7955.98598069324
11939	2007	4	1522.42840692514
15249	1983	1	6611.5768846644
13907	2014	2	766.58505316199
10290	1998	11	2452.03842788564
16628	2005	3	246.067076849782
11472	2008	11	6103.39348027641
10464	2003	12	1323.76145274554
9848	1985	3	7510.41622660608
16871	1989	3	3362.47504775528
14272	2002	3	9855.22914382407
17074	2007	7	9121.23419843672
16381	1992	7	2939.74773876357
16099	2001	9	1404.60299276961
14889	1993	6	6934.14381939645
16131	2007	11	1587.07151505494
9533	2016	6	4608.81657400579
14366	1996	3	163.542643870945
10589	2004	8	3312.78872457928
12356	1988	2	6772.92678280404
9798	2018	10	9398.69415843799
8552	2005	4	6661.72408804378
12087	1983	1	5553.05859290671
15763	2000	7	9457.11107112333
14410	1981	10	383.663925800316
10002	1982	4	4344.66394267262
9269	2001	1	2314.96832748641
17117	1996	9	4984.71226672861
10288	2011	7	8775.77552337934
17137	2019	2	5240.19959603446
13649	2013	1	5574.44891476745
11496	2005	3	7535.34354690246
8697	2007	9	3989.86963252065
11634	1983	6	1203.58539419416
14622	1993	10	5467.73413278523
14062	1983	10	165.416475741852
11875	2003	4	138.761581917648
17975	2006	1	6862.19215521691
17477	1992	6	3962.2210292901
8215	2009	1	5024.56617156256
10828	1991	2	2540.00655619428
15186	1992	2	1585.40044226004
10985	1996	3	5782.97975546819
9456	2002	11	4801.89785724594
8589	1981	2	7854.7793885948
11074	1989	10	4353.2829091201
14337	1980	6	600.349556561722
14151	1983	2	9411.263520043
10604	1992	4	3361.12610658683
17360	2000	4	933.908626825506
12362	1987	9	6024.35027338767
12259	1998	7	4009.52774775658
11999	2020	4	9816.21411997649
13561	1992	3	660.0051150471
13232	2009	8	7209.37309763831
16581	1983	7	2226.9968200135
11091	1991	4	8323.72552339161
10934	2003	7	5587.58257375452
15521	1983	5	1441.48764025489
13209	1986	1	1844.88971165609
12630	1982	8	6300.23876065399
15525	1984	5	9649.58422004691
9249	1988	10	2194.67843766076
16920	2003	3	3632.06667678061
14370	2000	4	1607.45107955646
9438	2008	2	8181.33942595745
12498	2011	3	4801.38616049727
17488	1982	7	3743.48870373493
15207	1997	4	8096.44582541494
12288	2017	6	2086.81400683094
16893	1994	9	997.383632090587
15774	1993	8	1903.70471109809
16551	2020	6	400.268926937258
16659	2014	1	7586.9049789323
17489	2014	3	9759.2012569584
16792	2017	1	798.00431043748
14671	1997	6	4608.49753111065
11148	1997	12	7310.03648792861
8282	1983	4	7969.58110074959
8010	1980	1	1312.14646301798
9144	1981	8	9589.33018529291
13559	2000	7	8705.47533007594
12041	2000	11	5984.8667858098
15322	1999	4	9799.58513737637
11332	2006	6	3458.32230376933
16365	1988	11	4422.17831053872
8623	2011	1	7795.35634703718
13884	1989	10	9386.5207906284
15955	1982	11	8336.76523884608
10897	1982	7	1701.25470645784
17361	2005	1	8178.00851966162
13596	1993	12	5461.59424202591
15671	1991	6	3721.81104227053
13873	2008	4	9083.99608483724
9797	1987	11	7878.44982574622
13033	2009	4	1750.02569102218
15437	2017	10	6814.05988801925
14254	2000	9	2831.23656908573
9206	1990	5	2226.68368719829
9557	1982	11	7314.9068271345
15742	1998	1	3121.26270514972
15758	1995	5	1048.14775653563
15681	2019	8	1153.62967371644
9610	2009	8	2191.06997889051
11408	2016	1	6423.78327433196
13346	1993	11	2846.92001265796
13932	1987	3	3322.23370537266
10965	1982	10	1370.50733597507
11062	1986	1	522.916634391489
15146	2020	5	3607.37095601269
13701	2008	11	6749.68643074375
16374	2003	2	3978.57144520551
14033	1987	11	2784.06273060667
17792	1989	3	4617.31500156099
13444	2010	9	5939.7082615363
9441	1981	10	6999.54495290273
10020	2001	10	9937.21034733449
15174	2005	6	3715.71739028009
12937	2009	1	8330.57274284334
12078	1990	6	194.191566945143
8710	2014	9	1134.83382162397
9972	1999	2	773.718676377888
17733	2002	6	9819.13810205606
10636	2012	3	5493.57536718881
17040	1988	6	3202.75920373516
15835	1984	9	9876.60383301629
14953	2000	10	2684.60150220646
9695	1994	1	3069.26873548388
10926	2008	7	2978.35387451498
11031	2008	6	7241.3166878006
11747	2010	1	1704.77512255533
9174	2001	2	6956.57472100881
13079	2001	12	2026.20315445876
15748	1985	3	9504.14869194112
9790	2010	5	6915.58378963526
15032	2016	11	6142.70060590594
13067	1988	9	5655.17796965091
10822	2017	3	2170.87342402473
15135	2010	12	608.720520934426
9007	2001	11	1885.39857966145
12071	1983	10	6491.96224221585
12354	2015	7	1742.68736790059
12765	2003	2	5727.87700077886
10855	2013	1	4916.56794334602
16336	1996	8	9198.4392091159
16259	2002	5	5926.66099943531
10822	2009	6	361.419164045443
9880	1987	11	6699.76050499815
16646	1989	4	6221.18634289186
9350	1990	3	6562.05117551705
14733	2001	2	7162.27968142474
16076	2007	12	9031.33026539876
15302	1998	3	6937.22364871633
16570	2018	5	8679.97849843464
14746	1986	5	7199.52888218664
11728	2000	12	3088.21880286011
15197	1998	9	660.471527306583
13300	1996	5	5849.10408544778
10351	1980	3	3097.13310273231
12558	2008	10	6128.63197411813
15946	2003	4	7384.4175822029
17569	1986	10	9143.42805605541
16745	1997	12	9707.06945150489
16894	1998	4	1827.36333274625
13452	2012	12	3688.70134539376
17693	2015	5	3370.21764431625
9007	2006	6	8557.37015155953
15053	1982	5	9778.17451747981
11836	2010	12	7959.57912488821
10025	1989	5	5654.86018529854
14354	2012	3	1241.98882158007
12561	1995	9	7794.59226405928
15228	1982	10	6762.72259646222
15033	1997	8	9282.62352169613
10068	2019	8	3265.55541188715
15031	2019	3	8244.81834054218
8037	2019	8	1435.25665497186
13353	1999	12	3100.65585151345
12378	1997	9	1870.48426706832
14849	1990	11	7223.96533392554
17458	2007	2	6376.15449799977
10942	2010	4	9655.59969025459
9148	2020	8	2442.84102504274
14070	1981	11	6832.00098212436
13823	1994	2	4950.64066976804
15944	2002	3	2444.39840486478
8993	1998	3	2779.95271719059
14914	1998	3	9504.88123758923
8916	2017	5	344.909743007696
16240	2003	7	2732.89618596104
14919	2005	1	5449.36059324507
16989	2010	9	4184.30949653699
13745	1981	8	3321.49089315044
9452	1995	12	3954.18551496891
12364	2016	7	8413.76028955623
13027	1980	4	6574.97482382458
15524	2006	2	6945.87825543521
14513	2014	11	179.110439810488
16310	2014	10	1810.7881724419
13364	2008	5	3704.45028390011
15584	2013	9	6478.48743054945
16643	2017	10	7103.65540883674
17903	2020	8	9299.49758360139
8396	2008	10	6913.53352205527
11477	1995	10	2691.50832956261
13903	1980	10	7438.06616218671
9910	2004	6	3066.44475453833
13861	2010	11	7374.95225727323
13568	1986	1	6832.1516937726
11074	2005	10	8367.19824116081
16324	1997	9	6699.11153027746
10450	2018	12	1508.0628927369
8823	1984	10	1787.54284614117
17136	1983	10	7562.30087362337
8613	2019	6	2828.76128746605
12228	2000	2	2454.53290112993
9318	2014	5	8704.86960681382
14073	1983	5	7209.64456946107
13762	2019	6	1612.66938048074
11033	1983	6	2715.29417923432
14203	1994	3	4814.76929216402
17274	2007	10	4857.9119536364
11967	1993	8	3589.58623008318
9762	2001	5	3340.04749764691
11162	1998	7	3975.76513456915
13544	1984	7	9990.39796874411
15291	1984	8	9610.05548025018
14468	2005	6	9669.52215590026
12587	1987	8	799.025445011922
10877	2006	4	4548.92422046928
8321	2016	6	2868.50067412877
12646	1981	7	713.769494795133
13407	1984	11	8415.42045959058
13600	1984	9	5259.3314375539
16173	1988	9	8221.61435253062
8881	2015	11	7780.03671452405
16773	2006	11	9872.74074292404
16589	1994	1	6744.22445196855
9529	1983	5	6658.32622542899
14267	1990	7	7037.61287952662
13651	2001	6	5492.0153273698
15844	2005	5	3604.26608030883
12793	1985	4	787.746463151531
16980	2000	5	1798.01343325433
8580	2008	5	8144.22219239372
9345	2002	3	2070.55562588878
8626	1986	9	4798.16897022453
15455	1981	11	5663.93979683702
14839	1981	4	5602.79183252845
12408	1991	12	2740.86481311399
10454	2002	7	7273.72294225438
8883	2019	10	6661.33078651565
15242	1987	8	9307.03606112256
16529	2009	7	202.397201211377
11291	1989	6	6227.45237375025
17235	2018	8	4376.05121083374
10397	2008	5	8530.21776915072
10348	2013	9	7711.83292614847
15053	1985	7	5987.95562777107
8468	1999	2	1016.41329653394
11922	1980	10	5620.97701016859
12430	2019	9	9623.77510844906
12802	1990	3	2276.81614303813
16072	1995	5	3201.47679015132
17313	1983	6	4030.47538065839
13845	2017	6	9195.22881866211
12570	2014	3	7200.36936285923
9547	2019	12	8520.57931391549
9101	1995	3	9001.66625576171
9816	1982	12	2825.47094497153
17822	1997	5	9900.12915050617
13787	2000	12	3395.40304424958
15924	1990	8	9712.4577940034
17937	2009	7	4758.59423138136
13964	2014	2	6113.63980244549
15398	2020	10	5135.96294929085
10815	1995	2	4234.93077407355
9457	1998	2	8816.46249593071
8869	1988	5	1692.38966954518
13503	1997	5	9466.78806173931
