80	13868	19
84	13609	12
16	14439	15
58	12849	16
65	10463	1
48	14726	2
14	14955	7
99	11639	17
97	14279	17
37	14813	5
62	10472	5
76	14402	17
52	12599	7
69	13192	5
77	14419	13
93	12440	8
25	12874	4
68	11702	6
10	14078	9
13	14326	18
77	13916	19
51	14783	10
55	14434	5
19	14778	9
76	12265	8
9	11101	9
20	10223	8
47	10600	8
3	14712	16
97	13278	2
39	11984	14
45	14586	18
32	11281	19
16	11879	13
15	10297	13
78	14626	18
91	10081	12
1	14634	17
50	11526	14
54	12405	1
73	12899	5
15	14014	12
78	11527	11
50	13822	20
52	10221	14
77	11595	2
77	11260	1
87	10319	13
47	11928	10
84	14745	13
20	13901	16
92	12149	16
37	14978	6
7	10019	13
36	12039	6
64	12422	18
16	13659	20
61	13846	5
100	14273	11
60	13393	9
9	14682	8
93	11525	20
19	13021	13
88	11982	7
81	13540	5
40	12576	14
39	14190	19
59	13414	5
63	12949	1
55	14580	12
29	13890	7
84	14859	2
27	12136	3
27	12213	18
27	11393	7
67	13994	2
99	12997	7
86	11023	17
52	12505	6
14	11491	15
98	13212	14
4	12964	13
1	14821	15
19	10674	2
56	10598	8
3	11599	9
89	14815	16
95	12829	7
24	12101	12
48	11618	10
82	10617	3
39	11471	17
20	11143	14
72	13282	17
33	13999	10
26	11532	2
45	12476	4
85	11289	7
93	10117	2
38	14016	4
5	12650	13
27	11834	1
96	10829	17
60	14145	2
72	10823	7
96	13124	16
86	14924	3
49	10154	17
29	14822	18
80	12316	6
73	14102	9
52	13359	3
20	10298	9
46	11461	3
26	14252	14
10	10658	2
3	14842	8
32	12598	17
6	12785	10
82	14880	9
15	10827	15
56	14358	1
67	11023	10
19	13809	12
34	11995	14
98	11142	4
17	10997	17
78	13824	10
88	12066	7
61	12275	3
63	11911	2
4	11537	3
44	13526	20
66	12122	19
61	14244	5
84	14885	3
13	10426	7
32	13251	16
58	11866	9
21	13412	10
71	10294	15
38	12764	8
49	11516	2
57	12677	11
21	12520	16
91	10861	19
29	10192	9
18	12404	8
79	11543	15
31	12300	19
73	11151	1
53	14750	8
18	11109	6
83	11762	14
3	12803	11
81	10584	3
1	13322	5
49	14597	13
3	12639	12
39	12961	5
65	10870	17
16	14197	7
51	13407	12
41	13641	20
62	12306	14
77	10754	19
82	14906	4
59	11529	16
74	11206	7
38	12492	9
79	13987	13
6	10899	4
84	14360	15
25	11522	9
60	12960	19
26	14325	10
96	11298	8
66	12801	13
6	10306	18
5	12120	12
100	10609	4
14	13111	19
33	12841	6
51	14661	6
20	12875	14
76	14971	15
86	12415	8
86	12103	5
5	10646	5
2	14998	3
32	13914	9
13	11251	4
26	12300	20
1	14648	6
18	12252	7
10	12296	20
94	11480	2
16	10941	19
23	10708	15
95	10434	10
70	11511	12
17	10987	3
84	10378	7
50	12519	11
75	14270	12
8	13380	20
92	14734	14
26	10420	15
6	10778	12
51	14508	3
49	11542	8
48	11559	13
73	10068	6
18	11336	8
67	12203	16
54	12051	7
39	10709	10
74	10164	3
83	12209	5
87	10558	1
56	11621	4
22	10062	4
17	11337	11
93	11758	14
72	13666	14
29	12956	13
92	12590	15
26	10596	16
65	13753	6
24	13270	18
41	14317	19
22	13116	19
21	12223	9
60	11861	3
80	12306	16
81	10068	6
47	12681	18
58	14768	12
30	11474	5
42	12867	6
92	14641	13
68	12587	10
77	12530	3
74	10387	3
22	11572	3
61	12338	14
97	14197	15
98	13861	3
2	14170	19
31	14575	7
74	13974	18
17	13387	9
53	10600	19
31	10215	11
19	13621	10
71	11799	13
45	13469	17
55	12225	15
53	14719	4
50	13266	14
58	12261	12
79	14993	6
28	10244	13
71	10366	7
72	13337	16
23	13931	1
66	11576	10
28	14303	5
51	10956	7
14	13206	15
29	10168	10
27	13618	12
92	12041	15
18	12143	7
1	13731	13
48	14163	16
94	11480	4
11	14183	7
21	11539	12
37	11402	17
94	10690	9
91	12067	1
89	12270	19
21	11561	8
33	12415	18
17	11343	3
61	10107	8
58	10998	7
58	10902	4
13	10253	9
100	12736	3
92	11216	6
91	10493	7
59	12995	8
84	13661	20
78	13926	8
46	10232	1
48	13844	6
45	11802	19
7	11636	5
85	13759	9
53	11031	16
25	12020	5
60	11297	4
79	10099	9
99	13694	10
37	13983	8
85	13388	1
38	12609	16
87	12349	18
36	14205	16
10	13692	17
98	11527	11
22	12648	8
12	14278	16
87	13479	15
84	12342	13
48	13507	11
84	14996	2
40	10758	14
99	11906	19
36	11219	9
40	13410	6
58	10024	9
95	10712	6
2	13648	17
22	12537	17
3	10161	1
27	14407	3
25	11309	15
78	12881	4
85	11159	3
45	13785	13
37	12353	1
47	11306	10
19	12646	12
27	14118	6
26	10908	13
86	14788	7
94	10479	8
28	10788	9
55	14012	9
28	10500	19
12	12837	20
22	14245	1
82	12811	16
54	10363	8
59	14886	9
47	12604	8
51	14917	6
80	12571	14
25	10446	7
60	14625	10
4	14545	9
65	10727	6
30	10208	7
61	10228	8
58	11974	1
2	13493	4
99	10362	6
4	13850	3
64	11593	2
32	14808	16
73	11094	13
32	12514	4
93	14661	17
19	10864	10
7	14512	19
88	11110	3
64	11193	8
14	13060	18
18	10004	3
32	10062	17
21	14927	2
58	14416	17
76	11327	18
86	10435	16
35	13998	18
81	14862	18
18	13784	2
94	13369	15
37	12959	13
79	10674	11
3	13055	19
1	14896	4
40	12444	1
12	10605	20
23	13892	4
