63	10528	19
6	13078	9
4	10203	5
18	14453	15
57	11973	11
71	11753	11
16	13987	9
42	12353	12
56	13262	6
32	13729	10
46	12650	6
49	12850	9
100	13887	5
60	10222	4
51	13532	14
25	10012	15
38	11799	16
82	14338	13
69	11065	13
35	12484	20
16	13607	6
74	13608	8
42	10428	17
12	13548	12
30	12759	16
28	14539	16
93	11559	13
58	14678	8
72	13202	14
69	13993	8
79	13213	6
26	12238	7
88	13863	20
31	14137	19
90	11337	14
20	12619	7
86	12061	7
88	12113	4
32	12897	16
91	10096	2
70	13648	6
47	11608	2
30	10176	3
43	11963	3
78	13093	10
74	13380	14
74	12592	3
35	14168	8
6	14591	5
10	14708	18
54	14850	16
91	13050	2
63	12143	19
59	14508	10
22	12122	1
18	10456	17
71	12902	19
12	10867	11
97	11760	18
91	12080	9
85	10984	2
24	14463	9
39	14381	1
39	10517	5
73	10761	13
63	10673	9
37	14409	17
42	11976	8
97	12097	16
26	14693	6
21	13644	1
55	13681	15
40	14879	11
60	13940	5
80	11569	10
66	11977	1
89	11684	5
49	12672	11
58	12156	17
74	11357	10
63	10649	19
76	10924	8
24	10901	9
92	11167	4
88	13849	2
62	13101	2
89	11543	1
78	11841	13
5	13574	4
48	14827	7
91	13309	15
6	14853	14
28	10226	3
11	12106	5
61	14859	3
6	13049	16
45	14826	17
73	14243	20
45	14256	16
34	13548	10
19	13784	5
12	10047	12
46	14091	16
44	11670	12
96	13910	18
81	10851	8
50	14913	3
43	10188	1
50	10913	17
75	13050	3
90	14710	7
66	14609	14
1	12469	20
54	13019	16
97	10024	13
24	13840	2
8	13201	14
37	14186	15
37	13754	15
22	13086	17
76	13566	5
68	12697	8
24	11467	18
23	14044	14
44	14835	8
32	12323	1
37	11289	9
75	13331	20
44	12656	3
61	11470	4
95	13928	18
14	13866	18
59	11426	10
24	14984	10
21	14263	17
1	14654	18
35	10256	6
69	14227	8
42	10058	1
24	11206	1
29	13155	20
69	11387	1
80	11496	4
49	13652	4
57	10652	6
95	12703	17
14	12171	13
24	11299	5
89	11295	19
52	13615	16
85	11723	1
46	14758	8
48	12583	12
81	11023	13
68	14302	7
11	10594	15
10	12360	10
24	10501	17
41	10264	8
76	14024	1
9	11412	12
44	13223	8
14	10552	4
90	12326	1
24	11650	5
97	12789	8
93	13889	3
23	12095	6
30	13051	5
24	10246	18
100	13592	15
56	13627	19
6	11222	5
94	14859	1
54	11014	1
45	14974	16
58	12195	10
98	14175	1
88	14289	18
33	10709	1
15	14492	2
29	14504	15
32	13410	13
31	14568	7
19	14933	17
14	13447	5
25	14216	13
48	13299	13
41	10116	18
69	13392	18
6	13652	3
19	13970	2
95	11278	7
26	10675	7
17	11348	11
19	13939	17
23	13732	4
65	10402	6
42	13336	5
46	14383	18
87	13137	1
74	11245	4
22	10010	4
74	10922	9
92	14924	15
31	11542	8
9	11111	5
4	12319	19
70	12056	13
81	13814	3
84	12482	8
43	11981	11
31	12142	1
35	14853	16
