49	12286	19
88	12818	3
93	12841	18
15	13195	2
4	12667	5
63	11660	10
3	11556	2
14	13373	20
15	10248	14
60	13094	5
92	11110	12
81	10535	6
55	13029	8
100	12646	6
64	13201	13
50	11363	14
30	12258	7
70	13758	4
39	11741	16
94	13662	11
44	11673	19
63	11108	9
51	11167	9
94	10374	15
10	10141	16
83	12531	1
35	13271	16
99	11479	4
90	11108	10
39	12097	16
49	13043	18
89	12803	4
31	10027	9
23	14933	1
28	11819	8
62	12991	15
41	12792	17
75	12994	2
74	12292	1
79	13674	20
95	10585	17
67	12237	10
86	11094	10
59	12606	11
62	10579	14
74	13549	19
80	11364	13
75	14903	18
92	13698	1
80	10718	3
16	12593	6
42	11390	18
23	13014	19
92	13836	8
26	14107	1
35	10661	10
42	14997	15
11	14960	10
38	10994	3
96	13756	15
46	10286	2
37	12160	1
23	10986	17
80	12561	3
2	14401	11
25	12460	4
83	12875	13
53	11926	3
36	10244	11
81	10210	2
74	11362	18
21	12270	15
31	14450	8
4	10557	19
65	13059	10
65	10456	3
96	10661	15
98	10646	4
11	14647	14
94	10059	8
48	12106	4
76	10329	5
26	14035	9
80	14702	13
77	13945	10
68	14412	16
66	13560	20
42	14263	19
38	13777	3
68	10538	11
4	11863	18
1	12795	14
79	14430	11
25	11932	6
69	10803	4
11	11037	7
72	12143	1
90	11370	6
43	10304	12
25	11934	7
10	12899	14
91	13790	12
73	13818	5
78	14460	20
23	12049	7
68	13647	14
72	11337	11
81	14816	14
48	10695	2
58	12904	10
13	12675	10
24	10753	17
59	13920	9
63	11903	9
12	14698	11
6	13357	18
98	13762	7
88	12634	3
77	11470	13
3	12118	13
47	10730	4
74	13257	8
50	14959	6
52	10440	19
29	10470	18
11	13461	1
15	12137	10
24	13020	17
17	11224	1
38	12365	18
19	12825	8
79	10775	5
27	11893	6
18	12765	14
61	12276	14
39	12938	9
24	13292	13
60	14388	20
16	11173	11
36	12827	9
35	10588	11
41	11646	11
59	12527	19
66	14216	7
74	14815	18
79	13146	3
17	13902	14
58	10734	17
26	12984	14
37	13163	19
70	14533	17
89	14155	9
17	11013	3
15	14006	2
50	12902	17
29	14289	19
13	11816	13
40	10953	16
75	13867	20
71	10738	15
84	11104	18
2	14800	19
51	14269	3
44	13136	9
3	10112	20
58	10407	12
100	14833	15
78	11211	6
32	11494	15
3	10662	2
47	12285	2
40	11530	12
21	12376	13
88	13940	1
79	13414	15
18	11854	4
81	10871	14
41	13523	4
100	10314	20
61	13519	14
23	12361	15
8	14874	4
38	13145	15
40	11826	13
95	10603	4
74	14949	12
54	10680	19
55	11111	20
37	10300	16
88	12000	5
61	13031	16
96	13292	7
29	13544	15
57	14036	15
46	12036	17
9	12292	12
1	11293	2
42	10351	12
74	13364	6
77	13542	19
42	12491	5
48	13985	16
84	14932	10
87	12260	6
86	14836	7
19	10480	17
15	11401	13
17	14355	3
17	10914	11
21	11134	20
7	12600	1
80	10740	7
52	14892	13
5	11255	10
13	10699	17
80	12837	3
24	12733	12
44	13067	9
32	11247	13
9	11518	13
23	13153	16
48	13987	19
29	10289	17
2	13367	3
21	10497	1
13	10234	15
34	11888	13
44	14826	14
41	13153	19
58	12403	18
69	12127	14
100	14134	13
72	13224	7
88	12558	11
29	11096	18
46	11151	11
40	10917	5
90	13764	19
100	13950	14
8	10338	4
3	13542	12
93	11689	5
45	11042	6
41	12083	9
39	12299	18
11	10745	15
81	14752	9
40	10867	6
70	13930	14
75	14990	1
96	13167	12
18	14249	17
94	11818	18
63	10078	1
25	14950	16
81	12537	6
6	14463	13
92	11363	3
77	13162	11
29	11120	12
58	13472	5
24	12271	16
83	11064	13
7	10869	16
87	10905	19
38	10758	4
54	14480	6
38	13444	3
40	10175	8
46	12047	5
27	13260	3
33	10252	7
82	10026	11
99	14877	6
69	14985	15
86	10276	2
19	11939	10
36	13750	7
28	10976	1
11	14199	9
43	11828	17
40	13974	11
65	12674	3
62	12838	3
65	12733	19
99	13485	14
39	12704	20
27	11382	1
74	14584	19
82	10282	18
32	13529	4
12	12805	13
50	11450	5
20	11047	11
97	12850	17
34	13518	5
41	11444	10
32	13593	6
44	10768	2
79	13281	18
62	14173	10
28	11485	18
99	12656	20
32	12466	9
49	10950	7
46	11540	15
21	12011	5
70	12019	16
36	10012	20
87	13387	9
53	13545	13
33	12884	8
5	13429	6
96	11766	4
22	10483	16
10	14119	11
97	14899	17
39	12905	6
67	14608	9
72	14593	6
88	10573	18
58	13953	16
78	10829	13
96	12087	13
44	11212	1
5	12403	7
98	11326	4
46	14494	14
57	10689	3
38	13294	14
95	11657	16
98	10420	5
32	13198	7
2	11594	14
92	10055	12
23	14746	7
21	13123	9
13	13694	14
12	12080	5
16	10083	14
66	11964	11
96	10061	2
86	12276	4
82	13611	17
1	14803	19
53	12718	18
14	11691	4
79	10875	1
22	14105	12
12	14313	14
3	10812	13
66	11776	19
16	14786	20
48	11841	10
19	11973	19
60	10611	16
71	12975	18
33	10103	14
47	14334	5
48	13719	4
50	13707	12
50	13938	12
22	11738	13
3	11851	12
89	13295	20
70	13047	16
14	13073	14
82	12033	6
80	13474	3
95	10947	10
71	13388	5
81	14917	13
91	13449	13
35	11908	16
18	13432	5
29	12196	8
71	13848	6
44	11708	3
50	13393	7
33	13474	2
42	11369	4
12	11563	14
38	10407	14
35	13966	19
18	13944	5
93	13207	15
5	12548	6
78	11179	9
24	11352	7
9	11573	7
30	12880	20
52	14625	3
62	10283	8
54	14566	8
69	11828	20
34	11321	12
90	12843	1
62	11414	4
84	13191	1
74	14427	1
36	11442	16
38	10253	5
93	13294	18
13	11539	12
35	12551	12
90	10468	18
45	14466	1
79	10942	15
27	13389	6
81	13386	6
7	14391	4
34	10878	13
60	11576	7
76	12068	13
69	13853	6
46	11340	16
59	14699	11
17	11473	20
4	12868	2
3	10517	8
93	10572	20
58	10277	9
42	10074	7
98	11534	16
56	13423	10
41	10469	9
49	14075	9
53	11105	15
75	14513	12
18	11479	13
53	12851	5
95	14175	6
63	10559	15
84	10196	6
44	13086	13
77	13060	13
52	13175	10
69	12678	6
97	12018	18
25	14174	4
85	11170	15
74	12234	15
57	13069	17
19	13886	20
71	13271	16
16	10410	13
11	14884	6
98	13334	14
13	14214	1
93	14894	9
41	11897	6
57	14924	17
54	13528	4
90	10994	20
77	11660	18
50	14897	18
52	14033	7
29	10698	18
87	14367	12
6	13052	13
71	13220	13
42	13873	8
71	10702	14
98	13113	8
44	11041	16
30	11061	7
81	13123	18
16	12050	4
11	10583	5
42	13499	3
24	12380	2
57	10971	12
37	11713	12
47	13966	17
22	12712	4
95	14278	19
9	12850	14
24	11275	20
75	12745	5
47	11542	14
16	11427	9
56	13665	3
29	14338	1
23	14647	18
78	11715	17
3	14705	18
99	10823	6
31	11696	3
